Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
RPL13AP6	10q25.2	3.61	2.84	0.98	0.86	0.78	8.39e-7	6.511e-5	(A) Black or African American
MBD3	19p13.3	10.79	10.36	0.52	0.79	0.44	8.48e-7	6.532e-5	(A) Black or African American
TMEM263	12q23.3	10.34	10.65	0.38	0.52	-0.31	8.48e-7	6.532e-5	(B) White
LNPK	2q31.1	9.34	9.76	0.50	0.68	-0.42	8.61e-7	6.556e-5	(B) White
RBBP4	1p35.1	11.24	11.60	0.46	0.43	-0.36	8.61e-7	6.556e-5	(B) White
PPP4R3B	2p16.1	10.72	11.13	0.51	0.48	-0.41	8.62e-7	6.556e-5	(B) White
MAP4K2	11q13.1	8.37	7.98	0.48	0.59	0.39	8.64e-7	6.556e-5	(A) Black or African American
GUCY1B2	13q14.3	1.07	2.41	1.56	2.54	-1.34	8.74e-7	6.607e-5	(B) White
RBL1	20q11.23	6.24	6.95	0.89	0.85	-0.71	8.82e-7	6.639e-5	(B) White
SEC24A	5q31.1	9.63	10.10	0.59	0.63	-0.47	9.01e-7	6.761e-5	(B) White
MVD	16q24.2	8.90	8.43	0.58	0.68	0.47	9.09e-7	6.772e-5	(A) Black or African American
PRR11	17q22	3.64	4.90	1.59	1.41	-1.26	9.10e-7	6.772e-5	(B) White
UBAP1L	15q22.31	3.79	2.99	1.00	1.02	0.80	9.17e-7	6.803e-5	(A) Black or African American
FTO	16q12.2	10.84	11.23	0.49	0.58	-0.40	9.32e-7	6.871e-5	(B) White
HEXD	17q25.3	8.64	8.12	0.64	0.78	0.52	9.36e-7	6.871e-5	(A) Black or African American
TMEM178A	2p22.1	5.81	4.81	1.23	1.45	1.00	9.36e-7	6.871e-5	(A) Black or African American
PWWP2A	5q33.3	8.95	9.27	0.38	0.51	-0.32	9.48e-7	6.929e-5	(B) White
FAM114A2	5q33.2	8.90	9.16	0.31	0.38	-0.26	9.64e-7	7.024e-5	(B) White
IP6K2	3p21.31	10.09	9.75	0.42	0.51	0.34	9.87e-7	7.122e-5	(A) Black or African American
SEC24D	4q26	9.54	10.08	0.68	0.71	-0.54	9.88e-7	7.122e-5	(B) White
MFSD3	8q24.3	7.71	6.95	0.95	1.01	0.76	1.017e-6	7.306e-5	(A) Black or African American
GADD45G	9q22.2	7.13	6.03	1.38	1.30	1.09	1.024e-6	7.325e-5	(A) Black or African American
TMEM94	17q25.1	11.05	10.74	0.38	0.53	0.31	1.033e-6	7.362e-5	(A) Black or African American
GBP1	1p22.2	9.90	10.91	1.28	1.10	-1.01	1.036e-6	7.362e-5	(B) White
WASH8P	12p13.33	9.15	8.52	0.78	0.93	0.63	1.045e-6	7.393e-5	(A) Black or African American
PGM3	6q14.1	8.22	8.64	0.52	0.53	-0.41	1.048e-6	7.393e-5	(B) White
STK11IP	2q35	8.64	8.28	0.45	0.56	0.36	1.061e-6	7.459e-5	(A) Black or African American
KLC2	11q13.2	9.09	8.74	0.43	0.59	0.35	1.072e-6	7.512e-5	(A) Black or African American
POGLUT3	11q22.3	10.39	10.89	0.65	0.56	-0.51	1.097e-6	7.634e-5	(B) White
FAM3A	Xq28	10.09	9.65	0.54	0.67	0.44	1.097e-6	7.634e-5	(A) Black or African American
EIF2AK2	2p22.2	8.02	8.45	0.54	0.54	-0.43	1.103e-6	7.650e-5	(B) White
TMED7	5q22.3	11.51	11.85	0.40	0.60	-0.33	1.113e-6	7.693e-5	(B) White
ADRA1A	8p21.2	2.04	3.14	1.39	1.39	-1.10	1.119e-6	7.706e-5	(B) White
SLC66A2	18q23	10.24	9.69	0.70	0.60	0.55	1.126e-6	7.708e-5	(A) Black or African American
CRTC1	19p13.11	8.53	8.10	0.53	0.64	0.42	1.127e-6	7.708e-5	(A) Black or African American
BLOC1S4	4p16.1	8.25	7.96	0.36	0.35	0.29	1.142e-6	7.775e-5	(A) Black or African American
RP2	Xp11.3	9.00	9.44	0.55	0.57	-0.44	1.148e-6	7.775e-5	(B) White
REX1BD	19p13.11	8.88	8.15	0.92	0.93	0.72	1.148e-6	7.775e-5	(A) Black or African American
INTS7	1q32.3	7.76	8.13	0.48	0.43	-0.37	1.161e-6	7.836e-5	(B) White
ZFYVE21	14q32.33	9.81	9.49	0.41	0.42	0.32	1.193e-6	7.997e-5	(A) Black or African American
ZNF512B	20q13.33	9.57	9.20	0.44	0.64	0.36	1.193e-6	7.997e-5	(A) Black or African American
SNHG17	20q11.23	8.39	7.75	0.82	0.79	0.64	1.206e-6	8.032e-5	(A) Black or African American
C1QTNF4	11p11.2	2.56	1.72	1.07	1.02	0.84	1.206e-6	8.032e-5	(A) Black or African American
FLYWCH2	16p13.3	8.54	8.11	0.55	0.58	0.44	1.217e-6	8.078e-5	(A) Black or African American
CCAR2	8p21.3	10.86	10.63	0.29	0.39	0.24	1.280e-6	8.466e-5	(A) Black or African American
ZNF580	19q13.42	8.75	8.28	0.59	0.69	0.47	1.286e-6	8.477e-5	(A) Black or African American
RARS	5q34	10.18	10.46	0.36	0.42	-0.29	1.301e-6	8.530e-5	(B) White
MCRIP1	17q25.3	10.23	9.76	0.56	0.87	0.47	1.306e-6	8.530e-5	(A) Black or African American
TMEM259	19p13.3	11.48	11.00	0.60	0.68	0.48	1.306e-6	8.530e-5	(A) Black or African American
SAFB2	19p13.3	10.80	10.49	0.39	0.45	0.31	1.325e-6	8.620e-5	(A) Black or African American
COL11A2	6p21.32	4.72	3.69	1.31	1.43	1.04	1.362e-6	8.834e-5	(A) Black or African American
PCGF5	10q23.32	10.67	11.00	0.41	0.53	-0.33	1.374e-6	8.870e-5	(B) White
MMP13	11q22.2	0.47	1.29	0.82	2.22	-0.83	1.376e-6	8.870e-5	(B) White
PICK1	22q13.1	8.95	8.54	0.52	0.61	0.41	1.411e-6	9.068e-5	(A) Black or African American
PNKP	19q13.33	9.09	8.62	0.59	0.69	0.47	1.419e-6	9.092e-5	(A) Black or African American
BRICD5	16p13.3	4.45	3.36	1.38	1.50	1.08	1.439e-6	9.186e-5	(A) Black or African American
OPLAH	8q24.3	9.03	8.44	0.73	0.95	0.59	1.447e-6	9.211e-5	(A) Black or African American
NEURL4	17p13.1	9.13	8.73	0.50	0.63	0.40	1.467e-6	9.275e-5	(A) Black or African American
DCX	Xq23	1.67	2.60	1.17	1.40	-0.93	1.471e-6	9.275e-5	(B) White
SENP1	12q13.11	8.37	8.65	0.36	0.37	-0.28	1.491e-6	9.373e-5	(B) White
CROCC	1p36.13	8.80	8.14	0.84	0.88	0.66	1.505e-6	9.393e-5	(A) Black or African American
RBM5	3p21.31	10.56	10.21	0.43	0.63	0.35	1.507e-6	9.393e-5	(A) Black or African American
EPHA3	3p11.1	6.83	8.26	1.88	1.30	-1.43	1.512e-6	9.393e-5	(B) White
CAP1	1p34.2	12.51	12.78	0.35	0.31	-0.27	1.515e-6	9.393e-5	(B) White
RAC3	17q25.3	5.79	4.85	1.19	1.44	0.94	1.518e-6	9.393e-5	(A) Black or African American
GLI4	8q24.3	7.49	6.64	1.10	1.07	0.85	1.527e-6	9.424e-5	(A) Black or African American
NCBP2AS2	3q29	8.12	7.71	0.52	0.58	0.41	1.544e-6	9.499e-5	(A) Black or African American
TPGS1	19p13.3	6.94	6.09	1.09	1.18	0.85	1.554e-6	9.528e-5	(A) Black or African American
ALDH16A1	19q13.33	9.40	9.00	0.50	0.64	0.40	1.599e-6	9.762e-5	(A) Black or African American
MTG2	20q13.33	8.71	8.40	0.38	0.52	0.31	1.604e-6	9.762e-5	(A) Black or African American
CACFD1	9q34.2	9.45	8.99	0.57	0.71	0.45	1.606e-6	9.762e-5	(A) Black or African American
PUF60	8q24.3	10.96	10.69	0.33	0.50	0.27	1.613e-6	9.776e-5	(A) Black or African American
DNAH17	17q25.3	5.21	4.46	0.96	1.09	0.75	1.628e-6	9.832e-5	(A) Black or African American
ACTR3	2q14.1	11.78	12.05	0.36	0.39	-0.28	1.679e-6	1.011e-4	(B) White
SSR1	6p24.3	11.60	11.85	0.32	0.38	-0.25	1.704e-6	1.023e-4	(B) White
SNRPB	20p13	11.12	10.72	0.51	0.59	0.40	1.718e-6	1.026e-4	(A) Black or African American
EIF2A	3q25.1	10.92	11.24	0.41	0.49	-0.32	1.720e-6	1.026e-4	(B) White
ULK1	12q24.33	10.63	10.10	0.68	0.69	0.53	1.725e-6	1.026e-4	(A) Black or African American
PRR5	22q13.31	8.30	7.76	0.69	0.87	0.55	1.733e-6	1.029e-4	(A) Black or African American
FNIP1	5q31.1	9.51	9.85	0.43	0.51	-0.34	1.747e-6	1.034e-4	(B) White
PIGQ	16p13.3	10.25	9.78	0.59	0.73	0.47	1.758e-6	1.037e-4	(A) Black or African American
THG1L	5q33.3	7.61	8.00	0.49	0.61	-0.39	1.768e-6	1.040e-4	(B) White
MFAP3	5q33.2	10.13	10.52	0.50	0.53	-0.39	1.774e-6	1.040e-4	(B) White
EDC4	16q22.1	10.36	10.09	0.34	0.52	0.28	1.778e-6	1.040e-4	(A) Black or African American
TMEM129	4p16.3	10.54	10.08	0.59	0.64	0.46	1.833e-6	1.069e-4	(A) Black or African American
STK11	19p13.3	10.05	9.70	0.44	0.47	0.34	1.895e-6	1.099e-4	(A) Black or African American
DDX6	11q23.3	11.37	11.65	0.37	0.34	-0.28	1.898e-6	1.099e-4	(B) White
ACTR2	2p14	12.22	12.56	0.43	0.52	-0.34	1.901e-6	1.099e-4	(B) White
KAT8	16p11.2	9.59	9.22	0.47	0.52	0.37	1.939e-6	1.118e-4	(A) Black or African American
SPSB3	16p13.3	9.95	9.48	0.60	0.75	0.47	1.968e-6	1.131e-4	(A) Black or African American
PLEKHG3	14q23.3	9.94	9.44	0.64	0.73	0.50	1.979e-6	1.134e-4	(A) Black or African American
AKAP8L	19p13.12	9.76	9.37	0.50	0.61	0.39	1.992e-6	1.138e-4	(A) Black or African American
PPP2R3B	Xp22.33 and Yp11.31	7.26	6.76	0.63	0.80	0.50	2.018e-6	1.150e-4	(A) Black or African American
SNHG11	20q11.23	7.40	6.91	0.64	0.63	0.49	2.023e-6	1.150e-4	(A) Black or African American
XIAP	Xq25	10.18	10.44	0.34	0.35	-0.26	2.031e-6	1.150e-4	(B) White
RAB39A	11q22.3	2.89	3.90	1.33	1.31	-1.02	2.034e-6	1.150e-4	(B) White
CALU	7q32.1	11.52	11.96	0.56	0.69	-0.44	2.062e-6	1.162e-4	(B) White
DEPDC1	1p31.3	4.63	5.55	1.21	1.21	-0.93	2.071e-6	1.164e-4	(B) White
PXDNL	8q11.22-q11.23	4.23	6.06	2.43	1.93	-1.83	2.110e-6	1.183e-4	(B) White
NINL	20p11.21	8.76	8.17	0.77	0.76	0.59	2.129e-6	1.190e-4	(A) Black or African American
SEC31A	4q21.22	12.13	12.40	0.36	0.32	-0.27	2.154e-6	1.201e-4	(B) White
SLC16A11	17p13.1	4.71	3.62	1.40	1.59	1.09	2.193e-6	1.213e-4	(A) Black or African American
TAF1C	16q24.1	9.85	9.35	0.64	0.78	0.50	2.194e-6	1.213e-4	(A) Black or African American
HDAC11	3p25.1	9.19	8.64	0.71	0.72	0.54	2.196e-6	1.213e-4	(A) Black or African American
PLA2G6	22q13.1	8.29	7.50	1.01	1.23	0.79	2.201e-6	1.213e-4	(A) Black or African American
ACSM4	12p13.31	0.01	0.09	0.08	0.22	-0.08	2.210e-6	1.214e-4	(B) White
BCAS4	20q13.13	9.69	9.24	0.58	0.70	0.45	2.215e-6	1.214e-4	(A) Black or African American
PIDD1	11p15.5	8.20	7.54	0.83	1.12	0.66	2.221e-6	1.214e-4	(A) Black or African American
ZNF414	19p13.2	7.45	6.94	0.67	0.72	0.51	2.260e-6	1.233e-4	(A) Black or African American
SGSH	17q25.3	10.00	9.69	0.38	0.52	0.30	2.291e-6	1.246e-4	(A) Black or African American
HAPLN1	5q14.3	5.93	8.03	2.83	1.73	-2.10	2.303e-6	1.249e-4	(B) White
APOBEC3C	22q13.1	8.04	8.90	1.13	1.05	-0.86	2.324e-6	1.257e-4	(B) White
ATP6V0E2-AS1	7q36.1	5.33	4.36	1.30	1.06	0.97	2.396e-6	1.292e-4	(A) Black or African American
TLE6	19p13.3	4.48	3.41	1.42	1.22	1.07	2.488e-6	1.339e-4	(A) Black or African American
STPG3	9q34.3	2.93	1.75	1.57	1.29	1.18	2.535e-6	1.358e-4	(A) Black or African American
JAKMIP3	10q26.3	3.19	2.14	1.41	1.00	1.05	2.539e-6	1.358e-4	(A) Black or African American
H1FX-AS1	3q21.3	4.92	4.23	0.89	1.07	0.69	2.545e-6	1.358e-4	(A) Black or African American
ARIH2OS	3p21.31	4.82	4.30	0.68	0.69	0.52	2.558e-6	1.362e-4	(A) Black or African American
LAMA5	20q13.33	12.44	11.82	0.82	0.88	0.62	2.583e-6	1.372e-4	(A) Black or African American
STRN4	19q13.32	10.77	10.50	0.36	0.45	0.28	2.632e-6	1.394e-4	(A) Black or African American
PACS2	14q32.33	10.47	10.13	0.44	0.58	0.35	2.653e-6	1.401e-4	(A) Black or African American
C9ORF163	9q34.3	3.49	2.73	0.99	1.05	0.75	2.674e-6	1.409e-4	(A) Black or African American
RRP9	3p21.2	7.90	7.54	0.46	0.68	0.37	2.692e-6	1.415e-4	(A) Black or African American
PCBP4	3p21.2	8.33	7.83	0.64	0.86	0.50	2.713e-6	1.417e-4	(A) Black or African American
FLYWCH1	16p13.3	9.86	9.49	0.47	0.57	0.36	2.714e-6	1.417e-4	(A) Black or African American
GATD1	11p15.5	10.42	10.02	0.52	0.60	0.40	2.731e-6	1.417e-4	(A) Black or African American
COMMD4	15q24.2	9.93	9.50	0.56	0.65	0.43	2.733e-6	1.417e-4	(A) Black or African American
UBE2J1	6q15	10.70	11.01	0.41	0.47	-0.31	2.734e-6	1.417e-4	(B) White
GSTM3	1p13.3	9.56	8.71	1.11	1.24	0.85	2.742e-6	1.417e-4	(A) Black or African American
BLZF1	1q24.2	8.85	9.18	0.44	0.50	-0.33	2.745e-6	1.417e-4	(B) White
INTS13	12p11.23	8.92	9.25	0.44	0.43	-0.33	2.764e-6	1.423e-4	(B) White
ANKHD1-EIF4EBP3	5q31.3	9.40	9.84	0.55	0.79	-0.44	2.786e-6	1.430e-4	(B) White
ATG4B	2q37.3	9.94	9.56	0.49	0.62	0.38	2.802e-6	1.433e-4	(A) Black or African American
DTX3L	3q21.1	10.55	10.93	0.50	0.49	-0.38	2.808e-6	1.433e-4	(B) White
ING5	2q37.3	8.39	7.97	0.55	0.65	0.42	2.814e-6	1.433e-4	(A) Black or African American
RPP25	15q24.2	7.71	6.89	1.10	0.92	0.82	2.869e-6	1.458e-4	(A) Black or African American
ACSM1	16p12.3	4.97	3.71	1.68	1.72	1.27	2.896e-6	1.468e-4	(A) Black or African American
LINC00950	9p13.3	5.19	4.64	0.70	0.89	0.55	2.927e-6	1.478e-4	(A) Black or African American
SWSAP1	19p13.2	6.21	5.77	0.59	0.57	0.44	2.931e-6	1.478e-4	(A) Black or African American
SOX8	16p13.3	4.69	3.41	1.73	1.34	1.28	2.958e-6	1.488e-4	(A) Black or African American
PRR22	19p13.3	5.86	5.05	1.07	1.11	0.81	2.972e-6	1.488e-4	(A) Black or African American
CSNK1G2	19p13.3	10.23	9.90	0.43	0.57	0.33	2.973e-6	1.488e-4	(A) Black or African American
ZNF777	7q36.1	8.51	8.24	0.35	0.48	0.27	2.996e-6	1.495e-4	(A) Black or African American
LINC00938	12q12	7.99	7.63	0.47	0.49	0.36	3.001e-6	1.495e-4	(A) Black or African American
SSR3	3q25.31	11.28	11.64	0.47	0.59	-0.36	3.023e-6	1.502e-4	(B) White
TUT1	11q12.3	9.37	9.02	0.46	0.48	0.35	3.046e-6	1.510e-4	(A) Black or African American
XPR1	1q25.3	10.23	10.55	0.42	0.54	-0.32	3.054e-6	1.510e-4	(B) White
LRPAP1	4p16.3	11.73	11.39	0.45	0.53	0.35	3.061e-6	1.510e-4	(A) Black or African American
AK1	9q34.11	8.79	8.23	0.73	0.89	0.56	3.081e-6	1.512e-4	(A) Black or African American
AGPAT4	6q26	8.23	7.73	0.65	0.74	0.50	3.083e-6	1.512e-4	(A) Black or African American
COMMD5	8q24.3	9.10	8.81	0.37	0.56	0.29	3.088e-6	1.512e-4	(A) Black or African American
CCDC71	3p21.31	8.39	8.09	0.38	0.48	0.30	3.133e-6	1.530e-4	(A) Black or African American
GPAA1	8q24.3	11.17	10.79	0.49	0.69	0.38	3.202e-6	1.561e-4	(A) Black or African American
MBLAC1	7q22.1	5.69	5.09	0.80	0.78	0.60	3.218e-6	1.564e-4	(A) Black or African American
PAK2	3q29	11.16	11.45	0.39	0.37	-0.29	3.263e-6	1.580e-4	(B) White
C16ORF91	16p13.3	7.61	7.25	0.47	0.47	0.35	3.267e-6	1.580e-4	(A) Black or African American
NAIF1	9q34.11	7.62	7.40	0.29	0.33	0.22	3.274e-6	1.580e-4	(A) Black or African American
EID2	19q13.2	8.06	7.80	0.35	0.39	0.26	3.323e-6	1.600e-4	(A) Black or African American
KNL1	15q15.1	4.46	5.52	1.43	1.19	-1.05	3.374e-6	1.621e-4	(B) White
PI4KAP2	22q11.21	7.57	7.00	0.72	1.07	0.57	3.386e-6	1.623e-4	(A) Black or African American
CDH11	16q21	8.70	9.74	1.41	1.19	-1.04	3.476e-6	1.655e-4	(B) White
ZNF598	16p13.3	9.14	8.80	0.43	0.66	0.34	3.477e-6	1.655e-4	(A) Black or African American
SPPL2B	19p13.3	10.18	9.75	0.56	0.75	0.43	3.479e-6	1.655e-4	(A) Black or African American
TMEM123	11q22.2	12.36	12.79	0.58	0.58	-0.43	3.522e-6	1.672e-4	(B) White
KIF18A	11p14.1	4.71	5.57	1.18	0.99	-0.87	3.545e-6	1.675e-4	(B) White
NEK8	17q11.2	7.19	6.72	0.62	0.63	0.46	3.546e-6	1.675e-4	(A) Black or African American
CNOT4	7q33	8.91	9.13	0.30	0.30	-0.23	3.612e-6	1.703e-4	(B) White
GOLPH3L	1q21.3	9.64	9.95	0.41	0.41	-0.31	3.628e-6	1.706e-4	(B) White
BMP2K	4q21.21	8.40	9.02	0.84	0.81	-0.62	3.673e-6	1.720e-4	(B) White
ADCK5	8q24.3	7.02	6.41	0.81	0.91	0.61	3.675e-6	1.720e-4	(A) Black or African American
HPS3	3q24	10.27	10.67	0.53	0.68	-0.40	3.687e-6	1.722e-4	(B) White
OSBPL8	12q21.2	10.42	10.88	0.63	0.60	-0.46	3.712e-6	1.729e-4	(B) White
TUBGCP6	22q13.33	10.17	9.65	0.67	0.88	0.51	3.720e-6	1.729e-4	(A) Black or African American
CCDC9B	15q15.1	8.28	7.60	0.91	1.04	0.69	3.778e-6	1.749e-4	(A) Black or African American
HS2ST1	1p22.3	10.10	10.43	0.44	0.51	-0.33	3.779e-6	1.749e-4	(B) White
IL17RC	3p25.3|3p25.3-p24.1	9.24	8.88	0.47	0.66	0.36	3.873e-6	1.788e-4	(A) Black or African American
ZNF839	14q32.31	8.14	7.75	0.52	0.54	0.39	3.889e-6	1.791e-4	(A) Black or African American
CCDC78	16p13.3	5.02	3.50	2.06	1.95	1.52	3.921e-6	1.802e-4	(A) Black or African American
PDS5A	4p14	11.03	11.28	0.33	0.36	-0.24	3.968e-6	1.816e-4	(B) White
POLA1	Xp22.11-p21.3	8.08	8.40	0.43	0.46	-0.32	3.970e-6	1.816e-4	(B) White
TRIM59	3q25.33	6.84	7.35	0.69	0.64	-0.51	4.062e-6	1.854e-4	(B) White
PIGZ	3q29	6.15	5.36	1.06	1.03	0.78	4.130e-6	1.879e-4	(A) Black or African American
RAB11B	19p13.2	11.16	10.83	0.44	0.49	0.33	4.139e-6	1.879e-4	(A) Black or African American
ATAD3B	1p36.33	7.76	6.98	1.05	1.20	0.79	4.145e-6	1.879e-4	(A) Black or African American
WASH7P	1p36.33	10.47	9.90	0.76	0.90	0.57	4.155e-6	1.880e-4	(A) Black or African American
UTP23	8q24.11	8.23	8.51	0.37	0.39	-0.28	4.172e-6	1.883e-4	(B) White
CTDP1	18q23	9.03	8.70	0.45	0.47	0.33	4.215e-6	1.895e-4	(A) Black or African American
DHFR	5q14.1	7.50	7.95	0.61	0.63	-0.45	4.217e-6	1.895e-4	(B) White
SLC27A5	19q13.43	6.38	5.84	0.70	0.95	0.54	4.244e-6	1.903e-4	(A) Black or African American
PABPC1L2A	Xq13.2	0.04	0.17	0.14	0.37	-0.13	4.287e-6	1.918e-4	(B) White
EME2	16p13.3	4.56	3.58	1.32	1.48	0.98	4.307e-6	1.922e-4	(A) Black or African American
MAP11	7q22.1	8.17	7.73	0.59	0.71	0.44	4.353e-6	1.938e-4	(A) Black or African American
IL2RB	22q12.3	8.17	9.09	1.26	1.13	-0.92	4.361e-6	1.938e-4	(B) White
CHERP	19p13.11	10.10	9.89	0.28	0.35	0.21	4.384e-6	1.944e-4	(A) Black or African American
TRAPPC6A	19q13.32	8.76	8.33	0.57	0.75	0.43	4.469e-6	1.977e-4	(A) Black or African American
DANCR	4q12	8.44	7.87	0.78	0.84	0.58	4.534e-6	2.002e-4	(A) Black or African American
MCFD2	2p21	11.71	12.08	0.50	0.52	-0.37	4.580e-6	2.016e-4	(B) White
SCX	8q24.3	1.57	0.86	0.97	0.89	0.71	4.587e-6	2.016e-4	(A) Black or African American
ATP6V0E2	7q36.1	9.83	9.05	1.07	0.94	0.78	4.604e-6	2.019e-4	(A) Black or African American
OR52N1	11p15.4	0.01	0.08	0.07	0.23	-0.07	4.613e-6	2.019e-4	(B) White
RPSAP9	9q21.13	4.76	4.30	0.62	0.64	0.46	4.637e-6	2.025e-4	(A) Black or African American
GSTM2P1	6q21	1.71	1.08	0.87	0.74	0.63	4.663e-6	2.032e-4	(A) Black or African American
SPHK2	19q13.33	8.38	7.96	0.56	0.61	0.42	4.693e-6	2.041e-4	(A) Black or African American
ORMDL1	2q32.2	9.62	9.30	0.43	0.50	0.32	4.715e-6	2.046e-4	(A) Black or African American
RAB8B	15q22.2	9.72	10.11	0.54	0.55	-0.39	4.745e-6	2.055e-4	(B) White
CKAP2L	2q14.1	4.41	5.28	1.20	1.14	-0.87	4.806e-6	2.076e-4	(B) White
AMT	3p21.31	8.50	7.93	0.72	1.18	0.57	4.831e-6	2.083e-4	(A) Black or African American
SLC7A7	14q11.2	9.21	10.20	1.33	1.40	-0.98	4.871e-6	2.095e-4	(B) White
GSTA2	6p12.2	7.70	10.18	3.43	2.86	-2.48	4.968e-6	2.131e-4	(B) White
PCSK1	5q15	2.58	3.58	1.33	1.63	-1.00	4.975e-6	2.131e-4	(B) White
KCTD9	8p21.2	9.59	9.94	0.47	0.50	-0.35	5.021e-6	2.146e-4	(B) White
HDGFL2	19p13.3	10.03	9.69	0.45	0.58	0.34	5.079e-6	2.167e-4	(A) Black or African American
UPK3BL1	7q22.1	7.59	6.38	1.62	2.07	1.22	5.111e-6	2.173e-4	(A) Black or African American
RMI1	9q21.32	7.28	7.67	0.53	0.52	-0.38	5.122e-6	2.173e-4	(B) White
NUSAP1	15q15.1	7.99	8.67	0.94	0.82	-0.68	5.126e-6	2.173e-4	(B) White
HIPK2	7q34	12.58	13.13	0.75	0.87	-0.56	5.140e-6	2.174e-4	(B) White
TMEM135	11q14.2	9.40	9.75	0.47	0.60	-0.35	5.180e-6	2.187e-4	(B) White
P4HTM	3p21.31|3p21.3	9.52	9.14	0.51	0.58	0.38	5.256e-6	2.214e-4	(A) Black or African American
PUS7L	12q12	6.81	7.38	0.79	0.65	-0.57	5.304e-6	2.229e-4	(B) White
NPIPA1	16p13.11	9.57	9.04	0.69	0.97	0.53	5.330e-6	2.231e-4	(A) Black or African American
HTR1B	6q14.1	1.43	2.17	1.01	1.10	-0.74	5.347e-6	2.231e-4	(B) White
ZMYM4	1p34.3	10.00	10.32	0.44	0.38	-0.32	5.355e-6	2.231e-4	(B) White
IFIT2	10q23.31	9.28	9.84	0.77	0.72	-0.56	5.358e-6	2.231e-4	(B) White
NAA80	3p21.31	7.27	6.87	0.53	0.61	0.40	5.374e-6	2.231e-4	(A) Black or African American
DRAM1	12q23.2	10.64	11.14	0.70	0.57	-0.50	5.376e-6	2.231e-4	(B) White
ABTB1	3q21.3	9.45	9.04	0.57	0.65	0.42	5.385e-6	2.231e-4	(A) Black or African American
TSSC4	11p15.5	9.18	8.76	0.55	0.74	0.42	5.508e-6	2.273e-4	(A) Black or African American
CSE1L	20q13.13	10.46	10.69	0.31	0.35	-0.23	5.510e-6	2.273e-4	(B) White
ATP1A1-AS1	1p13.1	6.59	6.21	0.50	0.67	0.38	5.525e-6	2.275e-4	(A) Black or African American
AKAP17A	Xp22.33 and Yp11.2	9.94	9.45	0.66	0.75	0.49	5.542e-6	2.277e-4	(A) Black or African American
MCRS1	12q13.12	9.98	9.71	0.36	0.48	0.27	5.567e-6	2.283e-4	(A) Black or African American
NAGLU	17q21.2	10.36	9.83	0.74	0.61	0.53	5.598e-6	2.291e-4	(A) Black or African American
MIB2	1p36.33	9.21	8.69	0.70	0.91	0.53	5.761e-6	2.353e-4	(A) Black or African American
ERBIN	5q12.3	10.89	11.18	0.39	0.44	-0.29	5.777e-6	2.354e-4	(B) White
MMP16	8q21.3	4.20	5.34	1.57	1.60	-1.14	5.857e-6	2.379e-4	(B) White
ST7-AS1	7q31.2	5.44	4.90	0.73	0.76	0.53	5.862e-6	2.379e-4	(A) Black or African American
MRPS25	3p25.1	9.57	9.01	0.77	0.64	0.55	5.873e-6	2.379e-4	(A) Black or African American
DYRK1B	19q13.2	9.34	8.99	0.46	0.63	0.35	5.952e-6	2.407e-4	(A) Black or African American
MED22	9q34.2	9.54	9.18	0.51	0.47	0.36	5.967e-6	2.408e-4	(A) Black or African American
DEF8	16q24.3	10.00	9.68	0.43	0.48	0.31	5.985e-6	2.410e-4	(A) Black or African American
DLGAP3	1p34.3	3.45	2.74	1.00	0.85	0.71	6.011e-6	2.416e-4	(A) Black or African American
FAAP20	1p36.33	8.86	8.30	0.77	0.83	0.56	6.138e-6	2.462e-4	(A) Black or African American
GBP6	1p22.2	1.61	2.34	0.99	1.13	-0.72	6.240e-6	2.496e-4	(B) White
ASCC1	10q22.1	9.03	9.26	0.31	0.41	-0.23	6.247e-6	2.496e-4	(B) White
GTF2IRD2	7q11.23	8.91	8.57	0.45	0.59	0.34	6.374e-6	2.542e-4	(A) Black or African American
KIFC3	16q21	10.82	10.38	0.59	0.71	0.43	6.397e-6	2.544e-4	(A) Black or African American
NEAT1	11q13.1	13.92	12.99	1.26	1.48	0.92	6.406e-6	2.544e-4	(A) Black or African American
SPTBN5	15q15.1	6.27	5.04	1.68	1.77	1.22	6.417e-6	2.544e-4	(A) Black or African American
NSUN5P1	7q11.23	6.91	5.95	1.30	1.60	0.96	6.504e-6	2.573e-4	(A) Black or African American
SEC31B	10q24.31	7.31	6.37	1.26	1.69	0.94	6.589e-6	2.602e-4	(A) Black or African American
ANKRD22	10q23.31	5.00	6.30	1.81	1.81	-1.30	6.738e-6	2.655e-4	(B) White
G3BP1	5q33.1	10.82	11.13	0.43	0.46	-0.31	6.787e-6	2.669e-4	(B) White
AGAP3	7q36.1	10.26	9.87	0.53	0.56	0.38	6.838e-6	2.684e-4	(A) Black or African American
RALB	2q14.2	11.00	11.37	0.53	0.43	-0.37	6.880e-6	2.695e-4	(B) White
DNASE1L2	16p13.3	3.43	2.51	1.28	1.37	0.92	6.982e-6	2.730e-4	(A) Black or African American
CLCN2	3q27.1	7.04	6.60	0.59	0.80	0.44	7.030e-6	2.743e-4	(A) Black or African American
DDX58	9p21.1	9.32	9.86	0.77	0.64	-0.54	7.045e-6	2.743e-4	(B) White
PYROXD2	10q24.2	7.52	6.74	1.09	1.13	0.78	7.062e-6	2.743e-4	(A) Black or African American
