Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
DNAJB12	10q22.1	10.46	10.30	0.34	0.35	0.15	2.807e-3	0.205	(A) Black or African American
GRIN2A	16p13.2	3.60	2.55	2.43	1.93	1.06	2.838e-3	0.206	(A) Black or African American
MMP8	11q22.2	0.44	0.83	0.73	1.22	-0.39	2.839e-3	0.206	(B) White
CD2BP2	16p11.2	10.97	11.20	0.52	0.42	-0.23	2.857e-3	0.207	(B) White
ITM2C	2q37.1	11.96	11.55	0.87	1.06	0.41	2.885e-3	0.207	(A) Black or African American
ATP8A1	4p13	10.02	9.56	0.93	1.27	0.46	2.889e-3	0.207	(A) Black or African American
PKD1	16p13.3	10.53	10.75	0.47	0.59	-0.22	2.904e-3	0.207	(B) White
MT1H	16q13	1.36	2.06	1.36	2.05	-0.70	2.905e-3	0.207	(B) White
RAB33A	Xq26.1	3.38	2.99	0.79	1.10	0.39	2.944e-3	0.207	(A) Black or African American
ZP1	11q12.2	0.37	0.82	0.93	1.23	-0.45	2.952e-3	0.207	(B) White
CXCR6	3p21.31	5.97	5.33	1.38	1.56	0.64	2.965e-3	0.207	(A) Black or African American
SNORA61	1p35.3	0.09	0.20	0.22	0.37	-0.12	2.966e-3	0.207	(B) White
CDR2	16p12.2	10.48	10.81	0.75	0.70	-0.33	2.969e-3	0.207	(B) White
C6ORF52	6p24.2	2.95	3.63	1.56	1.25	-0.67	2.970e-3	0.207	(B) White
CLEC4A	12p13.31	5.55	5.08	1.01	1.16	0.47	2.989e-3	0.208	(A) Black or African American
TTC12	11q23.2	8.45	8.17	0.61	0.62	0.27	3.035e-3	0.210	(A) Black or African American
C7ORF13	7q36.3	7.56	8.00	0.98	0.93	-0.43	3.059e-3	0.211	(B) White
FANCA	16q24.3	6.86	7.36	1.14	1.06	-0.50	3.074e-3	0.211	(B) White
P2RY8	Xp22.33 and Yp11.2	6.84	6.34	1.01	1.46	0.50	3.105e-3	0.212	(A) Black or African American
HPR	16q22.2	1.38	0.68	1.58	1.49	0.70	3.129e-3	0.212	(A) Black or African American
WDR45B	17q25.3	11.07	11.19	0.26	0.30	-0.12	3.130e-3	0.212	(B) White
TMEM132E	17q12	5.54	6.37	1.78	2.09	-0.83	3.139e-3	0.212	(B) White
TRAFD1	12q24.13	9.66	9.48	0.38	0.47	0.18	3.151e-3	0.212	(A) Black or African American
CCDC152	5p12	5.61	5.21	0.83	1.14	0.40	3.151e-3	0.212	(A) Black or African American
LYSMD2	15q21.2	7.84	7.61	0.49	0.61	0.23	3.185e-3	0.213	(A) Black or African American
TMEM79	1q22	7.03	7.23	0.42	0.52	-0.20	3.189e-3	0.213	(B) White
EIF3CL	16p12.1	13.42	13.72	0.67	0.61	-0.29	3.193e-3	0.213	(B) White
RRN3	16p13.11	9.92	10.16	0.55	0.49	-0.24	3.208e-3	0.213	(B) White
PARN	16p13.12	10.31	10.48	0.38	0.40	-0.17	3.221e-3	0.213	(B) White
UBAC1	9q34.3	10.05	9.85	0.44	0.49	0.20	3.227e-3	0.213	(A) Black or African American
LINC01600	6p25.2	1.11	1.47	0.83	0.77	-0.37	3.251e-3	0.214	(B) White
FZD7	2q33.1	6.46	7.08	1.39	1.35	-0.61	3.359e-3	0.220	(B) White
ACSM1	16p12.3	7.25	6.46	1.82	1.63	0.79	3.360e-3	0.220	(A) Black or African American
PRR18	6q27	1.69	1.04	1.50	1.31	0.65	3.385e-3	0.220	(A) Black or African American
PICSAR	21q22.3	0.31	0.85	0.98	1.81	-0.54	3.402e-3	0.221	(B) White
FGF1	5q31.3	4.87	5.62	1.53	2.19	-0.75	3.440e-3	0.223	(B) White
P2RY10	Xq21.1	3.42	2.82	1.32	1.53	0.61	3.465e-3	0.224	(A) Black or African American
RWDD2B	21q21.3	8.61	8.41	0.41	0.54	0.19	3.507e-3	0.225	(A) Black or African American
ZNF683	1p36.11	3.87	3.28	1.21	1.68	0.59	3.564e-3	0.228	(A) Black or African American
KIF25	6q27	0.33	0.63	0.53	1.02	-0.29	3.565e-3	0.228	(B) White
SNORA14B	1q42.3	0.01	0.07	0.08	0.24	-0.06	3.582e-3	0.228	(B) White
MED24	17q21.1	10.90	11.05	0.32	0.40	-0.15	3.585e-3	0.228	(B) White
SIRT4	12q24.23-q24.31	5.57	5.22	0.76	0.88	0.35	3.599e-3	0.228	(A) Black or African American
GPR152	11q13.2	0.47	0.78	0.60	0.96	-0.31	3.637e-3	0.229	(B) White
TBC1D24	16p13.3	8.30	8.63	0.74	0.75	-0.33	3.702e-3	0.233	(B) White
MBOAT1	6p22.3	7.11	6.67	0.95	1.17	0.44	3.716e-3	0.233	(A) Black or African American
MNDA	1q23.1	7.09	6.57	1.11	1.35	0.51	3.729e-3	0.233	(A) Black or African American
ACBD7	10p13	4.47	4.07	0.88	1.01	0.40	3.750e-3	0.234	(A) Black or African American
OR14I1	1q44	0.78	0.39	0.95	0.62	0.39	3.808e-3	0.236	(A) Black or African American
ITM2A	Xq21.1	7.15	6.46	1.50	1.81	0.69	3.812e-3	0.236	(A) Black or African American
ANAPC16	10q22.1	11.46	11.30	0.36	0.36	0.16	3.933e-3	0.242	(A) Black or African American
LEKR1	3q25.31	4.61	5.02	0.91	1.02	-0.41	3.939e-3	0.242	(B) White
MTHFSD	16q24.1	8.27	8.50	0.54	0.50	-0.23	3.948e-3	0.242	(B) White
CCDC69	5q33.1	8.22	7.83	0.84	1.04	0.39	3.952e-3	0.242	(A) Black or African American
TEKT4	2q11.1	2.52	3.04	1.17	1.24	-0.52	3.980e-3	0.243	(B) White
MS4A8	11q12.2	1.36	0.46	2.25	1.09	0.90	4.022e-3	0.243	(A) Black or African American
SYT13	11p11.2	10.11	9.11	2.17	2.69	1.00	4.029e-3	0.243	(A) Black or African American
TDRD9	14q32.33	3.43	4.70	2.90	3.00	-1.27	4.031e-3	0.243	(B) White
TSFM	12q14.1	10.14	9.91	0.52	0.57	0.23	4.032e-3	0.243	(A) Black or African American
INPP1	2q32.2	8.97	8.74	0.55	0.52	0.24	4.051e-3	0.243	(A) Black or African American
ZNF263	16p13.3	9.39	9.53	0.32	0.33	-0.14	4.055e-3	0.243	(B) White
C1ORF54	1q21.2	6.59	6.13	1.01	1.23	0.46	4.082e-3	0.244	(A) Black or African American
GLRA2	Xp22.2	1.37	0.67	1.72	1.12	0.70	4.107e-3	0.245	(A) Black or African American
STAG3L4	7q11.21	8.53	8.21	0.70	0.82	0.32	4.152e-3	0.246	(A) Black or African American
GSTM4	1p13.3	10.05	9.75	0.71	0.68	0.30	4.153e-3	0.246	(A) Black or African American
GBP5	1p22.2	6.65	6.03	1.33	1.72	0.62	4.174e-3	0.246	(A) Black or African American
OR2A25	7q35	0.71	0.98	0.59	0.70	-0.27	4.202e-3	0.247	(B) White
XPO5	6p21.1	10.60	10.30	0.73	0.49	0.30	4.208e-3	0.247	(A) Black or African American
SLAMF1	1q23.3	3.91	3.31	1.35	1.49	0.60	4.303e-3	0.252	(A) Black or African American
HTR3D	3q27.1	0.55	0.90	0.76	0.92	-0.35	4.328e-3	0.252	(B) White
TENM3	4q34.3-q35.1	7.11	7.92	1.97	1.56	-0.82	4.340e-3	0.252	(B) White
SNHG5	6q14.3	9.67	10.17	1.21	0.99	-0.50	4.355e-3	0.252	(B) White
BPI	20q11.23	1.05	1.55	1.02	1.59	-0.50	4.395e-3	0.253	(B) White
HLF	17q22	9.95	9.41	1.23	1.26	0.53	4.408e-3	0.253	(A) Black or African American
TERT	5p15.33	0.42	0.92	0.89	1.77	-0.49	4.436e-3	0.254	(B) White
TBC1D3	17q12	8.36	8.75	0.89	0.95	-0.39	4.453e-3	0.254	(B) White
CCL3L3	17q12	2.19	1.56	1.45	1.44	0.62	4.456e-3	0.254	(A) Black or African American
ERC2-IT1	3p14.3	0.08	0.19	0.21	0.37	-0.11	4.464e-3	0.254	(B) White
DIO1	1p32.3	3.94	5.07	2.53	2.88	-1.12	4.539e-3	0.257	(B) White
SHCBP1L	1q25.3	0.06	0.16	0.17	0.38	-0.10	4.584e-3	0.259	(B) White
CXCL9	4q21.1	6.80	6.05	1.65	2.07	0.75	4.650e-3	0.262	(A) Black or African American
GALNT15	3p25.1	5.84	5.35	1.14	1.18	0.49	4.688e-3	0.263	(A) Black or African American
RAB40C	16p13.3	9.26	9.46	0.45	0.53	-0.20	4.688e-3	0.263	(B) White
CLU	8p21.1	16.55	16.04	1.18	1.27	0.51	4.751e-3	0.265	(A) Black or African American
RDM1	17q12	2.57	3.16	1.40	1.38	-0.60	4.759e-3	0.265	(B) White
ZC3H18	16q24.2	9.78	9.94	0.39	0.37	-0.16	4.767e-3	0.265	(B) White
GCFC2	2p12	8.37	8.16	0.50	0.51	0.21	4.777e-3	0.265	(A) Black or African American
SLC30A2	1p36.11	6.63	5.53	2.55	2.64	1.10	4.789e-3	0.265	(A) Black or African American
LIN28A	1p36.11	0.14	0.33	0.27	0.81	-0.19	4.830e-3	0.265	(B) White
HEY2	6q22.31	7.32	6.74	1.34	1.42	0.58	4.865e-3	0.265	(A) Black or African American
PELI2	14q22.3	7.56	7.99	1.05	0.85	-0.43	4.880e-3	0.265	(B) White
ZNF18	17p12	7.70	7.91	0.48	0.59	-0.21	4.890e-3	0.265	(B) White
RGS18	1q31.2	5.15	4.66	1.11	1.25	0.49	4.892e-3	0.265	(A) Black or African American
ADRA2C	4p16.3	4.99	5.87	2.18	1.67	-0.89	4.901e-3	0.265	(B) White
SHH	7q36.3	5.79	6.50	1.73	1.37	-0.71	4.901e-3	0.265	(B) White
FOXD3	1p31.3	0.05	0.18	0.15	0.58	-0.13	4.926e-3	0.266	(B) White
CSF2RA	Xp22.33 and Yp11.2	7.56	7.07	1.08	1.35	0.49	4.981e-3	0.268	(A) Black or African American
HRNR	1q21.3	3.58	4.27	1.64	1.59	-0.69	5.091e-3	0.272	(B) White
DERL1	8q24.13	11.23	11.02	0.50	0.45	0.21	5.098e-3	0.272	(A) Black or African American
CD3D	11q23.3	5.83	5.21	1.34	1.85	0.62	5.112e-3	0.272	(A) Black or African American
HPGD	4q34.1	6.91	6.16	1.80	1.72	0.76	5.119e-3	0.272	(A) Black or African American
MLYCD	16q23.3	8.69	8.97	0.60	0.84	-0.28	5.125e-3	0.272	(B) White
CHN2	7p14.3	7.88	7.44	0.99	1.21	0.44	5.267e-3	0.277	(A) Black or African American
CABP5	19q13.33	0.04	0.14	0.15	0.42	-0.10	5.267e-3	0.277	(B) White
FAM153A	5q35.3	3.81	2.78	2.43	2.41	1.02	5.278e-3	0.277	(A) Black or African American
SRP68	17q25.1	11.00	11.14	0.32	0.39	-0.14	5.281e-3	0.277	(B) White
PBLD	10q21.3	10.14	9.63	1.21	1.23	0.51	5.300e-3	0.277	(A) Black or African American
LINC00461	5q14.3	0.88	1.57	1.56	1.91	-0.69	5.304e-3	0.277	(B) White
CAND2	3p25.2	6.98	6.36	1.51	1.34	0.62	5.396e-3	0.281	(A) Black or African American
DCAF4	14q24.2	7.97	8.13	0.35	0.46	-0.16	5.465e-3	0.284	(B) White
CNTNAP1	17q21.2	6.87	7.43	1.29	1.39	-0.55	5.516e-3	0.285	(B) White
ASB2	14q32.12	5.18	4.63	1.25	1.53	0.55	5.582e-3	0.288	(A) Black or African American
TRIM54	2p23.3	3.35	4.32	2.33	2.34	-0.98	5.600e-3	0.288	(B) White
CDSN	6p21.33	5.00	5.65	1.45	1.84	-0.64	5.634e-3	0.289	(B) White
PRF1	10q22.1	6.82	6.35	1.04	1.42	0.47	5.693e-3	0.291	(A) Black or African American
MAP1B	5q13.2	9.17	9.74	1.40	1.25	-0.57	5.693e-3	0.291	(B) White
LAMA5	20q13.33	12.21	12.52	0.72	0.75	-0.30	5.709e-3	0.291	(B) White
SNORA68	19p13.11	0.04	0.12	0.14	0.32	-0.08	5.756e-3	0.293	(B) White
GNG4	1q42.3	2.14	2.88	1.67	2.08	-0.74	5.797e-3	0.294	(B) White
GSTO2	10q25.1	6.67	7.43	1.88	1.56	-0.76	5.814e-3	0.294	(B) White
DCAKD	17q21.31	9.85	10.05	0.50	0.49	-0.21	5.869e-3	0.296	(B) White
GCSAML	1q44	2.38	1.64	1.89	1.37	0.74	5.876e-3	0.296	(A) Black or African American
ZNF830	17q12	8.37	8.52	0.35	0.38	-0.15	5.904e-3	0.296	(B) White
IFNAR2	21q22.11	9.12	8.88	0.55	0.61	0.24	5.907e-3	0.296	(A) Black or African American
TMED10P1	8q24.3	5.32	5.58	0.64	0.59	-0.26	5.922e-3	0.296	(B) White
LOC389705	9p22.3	1.63	1.99	0.86	0.89	-0.36	5.932e-3	0.296	(B) White
L3MBTL4	18p11.31	6.83	6.25	1.28	1.75	0.58	5.990e-3	0.297	(A) Black or African American
GATA2	3q21.3	6.64	5.99	1.59	1.46	0.65	5.998e-3	0.297	(A) Black or African American
EMCN	4q24	7.15	6.71	1.01	1.20	0.44	6.014e-3	0.297	(A) Black or African American
IDH3A	15q25.1	10.55	10.31	0.58	0.57	0.24	6.070e-3	0.297	(A) Black or African American
PALMD	1p21.2	7.44	7.03	0.99	0.96	0.41	6.072e-3	0.297	(A) Black or African American
MAS1L	6p22.1	0.86	0.42	1.14	0.73	0.44	6.086e-3	0.297	(A) Black or African American
LCK	1p35.2	6.45	5.88	1.29	1.68	0.57	6.108e-3	0.297	(A) Black or African American
MGAM	7q34	6.52	5.23	3.23	2.65	1.29	6.108e-3	0.297	(A) Black or African American
MYRIP	3p22.1	4.68	5.51	1.98	2.05	-0.82	6.120e-3	0.297	(B) White
FBXL19	16p11.2	9.37	9.61	0.59	0.61	-0.24	6.128e-3	0.297	(B) White
CD70	19p13.3	5.30	6.39	2.61	2.62	-1.08	6.132e-3	0.297	(B) White
TSC2	16p13.3	10.65	10.86	0.54	0.38	-0.21	6.151e-3	0.297	(B) White
ZNF764	16p11.2	7.61	7.75	0.33	0.40	-0.14	6.162e-3	0.297	(B) White
FRA10AC1	10q23.33	8.44	8.25	0.44	0.57	0.20	6.181e-3	0.297	(A) Black or African American
TMEM186	16p13.2	8.13	8.34	0.51	0.51	-0.21	6.193e-3	0.297	(B) White
MRAP2	6q14.2	4.45	3.56	2.22	1.92	0.89	6.207e-3	0.297	(A) Black or African American
HAVCR2	5q33.3	10.22	9.50	1.73	1.77	0.72	6.246e-3	0.299	(A) Black or African American
TMCC1	3q22.1	9.09	9.30	0.49	0.63	-0.22	6.310e-3	0.301	(B) White
PPIC	5q23.2	10.34	10.11	0.54	0.65	0.23	6.340e-3	0.301	(A) Black or African American
ATAD3A	1p36.33	9.29	9.53	0.58	0.59	-0.24	6.342e-3	0.301	(B) White
ZNF556	19p13.3	2.55	1.86	1.67	1.74	0.69	6.347e-3	0.301	(A) Black or African American
TTI1	20q11.23	9.09	9.24	0.34	0.40	-0.15	6.403e-3	0.302	(B) White
ARHGAP15	2q22.2-q22.3	6.24	5.81	0.92	1.38	0.43	6.422e-3	0.303	(A) Black or African American
ZNF880	19q13.41	6.69	7.16	1.14	1.18	-0.47	6.435e-3	0.303	(B) White
MATN1	1p35.2	1.11	1.42	0.75	0.84	-0.32	6.469e-3	0.303	(B) White
TENM3-AS1	4q34.3	5.86	6.80	2.38	1.91	-0.94	6.475e-3	0.303	(B) White
CYP4F3	19p13.12	3.57	4.50	2.11	2.68	-0.93	6.485e-3	0.303	(B) White
ZNF117	7q11.21	8.58	8.96	0.91	1.02	-0.39	6.507e-3	0.303	(B) White
C8ORF86	8p11.22	0.11	0.25	0.28	0.48	-0.14	6.527e-3	0.303	(B) White
MANSC1	12p13.2	9.09	8.83	0.62	0.73	0.26	6.547e-3	0.304	(A) Black or African American
ADCY4	14q12	5.52	5.11	0.95	1.20	0.41	6.604e-3	0.305	(A) Black or African American
SPATA48	7p12.2	0.01	0.05	0.04	0.22	-0.05	6.605e-3	0.305	(B) White
FMOD	1q32.1	7.99	8.72	1.79	1.73	-0.73	6.639e-3	0.306	(B) White
CENPBD1	16q24.3	8.01	8.21	0.48	0.52	-0.20	6.668e-3	0.306	(B) White
DCX	Xq23	1.23	1.78	1.31	1.50	-0.56	6.676e-3	0.306	(B) White
ZBP1	20q13.31	4.02	3.48	1.28	1.47	0.54	6.703e-3	0.306	(A) Black or African American
FCSK	16q22.1	9.99	10.30	0.77	0.65	-0.30	6.709e-3	0.306	(B) White
FBF1	17q25.1	7.66	7.97	0.73	0.84	-0.31	6.724e-3	0.306	(B) White
NUDT13	10q22.2	5.96	6.34	0.93	0.94	-0.38	6.758e-3	0.307	(B) White
ADORA2A	22q11.23	6.41	6.07	0.83	0.87	0.34	6.783e-3	0.307	(A) Black or African American
CXCR3	Xq13.1	4.98	4.42	1.30	1.60	0.56	6.818e-3	0.308	(A) Black or African American
LOC441666	10q11.21	4.65	4.05	1.36	1.76	0.59	6.840e-3	0.308	(A) Black or African American
CRYZL1	21q22.11	8.36	8.16	0.49	0.48	0.20	6.841e-3	0.308	(A) Black or African American
FABP2	4q26	0.38	0.65	0.57	0.98	-0.28	6.858e-3	0.308	(B) White
DCXR	17q25.3	10.48	10.04	1.06	1.12	0.44	6.888e-3	0.308	(A) Black or African American
AOC1	7q36.1	11.04	9.63	3.45	3.52	1.41	6.892e-3	0.308	(A) Black or African American
CCL22	16q21	4.80	4.19	1.44	1.72	0.61	6.958e-3	0.309	(A) Black or African American
UTS2B	3q28	1.76	2.12	0.89	0.92	-0.37	6.959e-3	0.309	(B) White
ANXA13	8q24.13	7.17	8.54	3.55	2.59	-1.37	6.967e-3	0.309	(B) White
KDELR3	22q13.1	8.74	9.18	1.12	0.89	-0.44	7.004e-3	0.309	(B) White
POLR3G	5q14.3	4.59	4.82	0.57	0.65	-0.24	7.016e-3	0.309	(B) White
ARHGAP10	4q31.23	8.03	8.30	0.68	0.63	-0.27	7.027e-3	0.309	(B) White
TMEM204	16p13.3	6.93	6.51	0.96	1.22	0.42	7.030e-3	0.309	(A) Black or African American
GSTM1	1p13.3	6.42	4.99	3.55	3.42	1.43	7.072e-3	0.309	(A) Black or African American
LSM14B	20q13.33	9.83	10.00	0.41	0.43	-0.17	7.076e-3	0.309	(B) White
LRRC73	6p21.1	6.52	6.07	1.09	1.14	0.45	7.080e-3	0.309	(A) Black or African American
ZNF600	19q13.41	6.92	7.14	0.47	0.74	-0.22	7.084e-3	0.309	(B) White
TSPAN32	11p15.5	4.08	3.65	1.04	1.08	0.43	7.130e-3	0.311	(A) Black or African American
LARP1B	4q28.2	8.34	8.58	0.59	0.57	-0.24	7.160e-3	0.311	(B) White
SNRK	3p22.1	10.45	10.13	0.81	0.71	0.32	7.163e-3	0.311	(A) Black or African American
MEX3B	15q25.2	5.12	5.56	1.16	0.90	-0.45	7.246e-3	0.313	(B) White
MGME1	20p11.23	8.64	8.80	0.37	0.46	-0.16	7.247e-3	0.313	(B) White
AXIN1	16p13.3	10.02	10.22	0.52	0.47	-0.21	7.273e-3	0.313	(B) White
TRIM16L	17p11.2	7.88	8.30	0.99	1.23	-0.42	7.322e-3	0.313	(B) White
DAZAP2	12q13.13	12.95	12.79	0.38	0.48	0.16	7.337e-3	0.313	(A) Black or African American
TRIB2	2p24.3	8.95	8.56	0.97	0.88	0.39	7.347e-3	0.313	(A) Black or African American
MFSD14C	9q22.33	3.93	4.30	0.95	0.79	-0.37	7.352e-3	0.313	(B) White
KCNIP4	4p15.31-p15.2	7.01	6.39	1.55	1.54	0.63	7.360e-3	0.313	(A) Black or African American
TNNT1	19q13.42	3.39	2.22	2.95	2.67	1.17	7.368e-3	0.313	(A) Black or African American
BCL6B	17p13.1	6.12	5.63	1.20	1.27	0.49	7.377e-3	0.313	(A) Black or African American
TMEM273	10q11.23	3.45	2.89	1.39	1.41	0.57	7.414e-3	0.314	(A) Black or African American
ZUP1	6q22.1	6.95	6.77	0.45	0.46	0.18	7.419e-3	0.314	(A) Black or African American
TPH2	12q21.1	0.02	0.08	0.11	0.22	-0.06	7.512e-3	0.314	(B) White
INTS10	8p21.3	9.98	9.81	0.42	0.41	0.17	7.513e-3	0.314	(A) Black or African American
MTMR4	17q22	9.83	10.02	0.45	0.48	-0.19	7.528e-3	0.314	(B) White
SLC29A2	11q13.2	7.45	6.89	1.32	1.62	0.56	7.530e-3	0.314	(A) Black or African American
PDE4B	1p31.3	7.28	6.86	0.99	1.23	0.42	7.539e-3	0.314	(A) Black or African American
KLK9	19q13.41	0.04	0.18	0.16	0.64	-0.14	7.541e-3	0.314	(B) White
HSDL1	16q24.1	8.95	9.13	0.44	0.42	-0.17	7.548e-3	0.314	(B) White
CBWD2	2q14.1	8.94	8.75	0.45	0.47	0.18	7.554e-3	0.314	(A) Black or African American
HTR7	10q23.31	3.75	3.30	1.06	1.28	0.45	7.575e-3	0.314	(A) Black or African American
SCARA5	8p21.1	1.48	2.07	1.30	1.94	-0.59	7.576e-3	0.314	(B) White
SNHG9	16p13.3	5.14	5.66	1.27	1.27	-0.51	7.622e-3	0.314	(B) White
MAG	19q13.12	2.15	2.94	1.91	2.18	-0.79	7.638e-3	0.314	(B) White
ST6GALNAC3	1p31.1	4.54	4.10	1.09	1.16	0.45	7.642e-3	0.314	(A) Black or African American
C9ORF135	9q21.12	1.39	1.98	1.34	1.86	-0.59	7.651e-3	0.314	(B) White
DTX1	12q24.13	6.96	6.43	1.34	1.27	0.53	7.682e-3	0.315	(A) Black or African American
DHX38	16q22.2	10.41	10.57	0.38	0.39	-0.15	7.730e-3	0.315	(B) White
SCUBE1	22q13.2	3.36	2.83	1.23	1.56	0.53	7.740e-3	0.315	(A) Black or African American
BACE2	21q22.2-q22.3	11.03	10.71	0.74	0.95	0.32	7.762e-3	0.315	(A) Black or African American
TMED6	16q22.1	6.45	5.60	2.06	2.22	0.84	7.775e-3	0.315	(A) Black or African American
PDE1B	12q13.2	7.00	6.23	2.00	1.65	0.77	7.846e-3	0.318	(A) Black or African American
NPPA	1p36.22	0.89	1.21	0.74	0.97	-0.32	7.884e-3	0.319	(B) White
ZNF774	15q26.1	4.02	3.68	0.86	0.72	0.33	7.904e-3	0.319	(A) Black or African American
DNASE1L1	Xq28	9.74	9.54	0.51	0.47	0.20	7.965e-3	0.321	(A) Black or African American
EFCAB1	8q11.21	4.31	3.30	2.59	2.28	1.01	7.988e-3	0.321	(A) Black or African American
FCRLB	1q23.3	6.45	7.03	1.42	1.56	-0.58	8.013e-3	0.321	(B) White
HIST1H2AH	6p22.1	0.14	0.26	0.26	0.43	-0.12	8.068e-3	0.322	(B) White
PLCG1	20q12	10.55	10.76	0.50	0.63	-0.21	8.071e-3	0.322	(B) White
COCH	14q12	3.41	4.24	2.05	2.17	-0.83	8.103e-3	0.323	(B) White
CENPBD1P1	19q13.43	9.46	9.28	0.45	0.39	0.18	8.125e-3	0.323	(A) Black or African American
GPR65	14q31.3	6.20	5.77	1.05	1.22	0.43	8.136e-3	0.323	(A) Black or African American
HPGDS	4q22.3	5.78	5.23	1.40	1.27	0.55	8.161e-3	0.323	(A) Black or African American
ATP2B3	Xq28	0.55	0.92	0.70	1.45	-0.37	8.186e-3	0.323	(B) White
SHISA9	16p13.12	6.99	7.73	1.87	1.77	-0.74	8.208e-3	0.323	(B) White
LOC286359	9q22.33	0.16	0.32	0.33	0.56	-0.16	8.217e-3	0.323	(B) White
CD83	6p23	8.55	8.03	1.32	1.16	0.51	8.241e-3	0.323	(A) Black or African American
PHF21B	22q13.31	2.12	2.84	1.79	1.89	-0.72	8.289e-3	0.325	(B) White
ORAI1	12q24.31	8.87	8.61	0.63	0.69	0.26	8.306e-3	0.325	(A) Black or African American
SCML4	6q21	4.14	3.66	1.16	1.39	0.48	8.336e-3	0.325	(A) Black or African American
NDUFAF1	15q15.1	8.75	8.56	0.47	0.51	0.19	8.408e-3	0.327	(A) Black or African American
ZNRF2	7p14.3	9.53	9.30	0.59	0.58	0.23	8.430e-3	0.327	(A) Black or African American
OSTF1	9q21.13	9.17	8.98	0.47	0.53	0.19	8.432e-3	0.327	(A) Black or African American
TRERF1	6p21.1	7.43	7.05	0.95	0.99	0.38	8.469e-3	0.327	(A) Black or African American
CWF19L1	10q24.31	8.48	8.61	0.32	0.34	-0.13	8.483e-3	0.327	(B) White
METAP2	12q22	10.22	10.04	0.47	0.40	0.18	8.485e-3	0.327	(A) Black or African American
LOC400940	2p25.2	0.02	0.10	0.09	0.41	-0.08	8.497e-3	0.327	(B) White
DNAJC15	13q14.11	9.68	9.45	0.51	0.80	0.23	8.540e-3	0.328	(A) Black or African American
NLRP1	17p13.2	7.29	6.86	1.04	1.28	0.44	8.560e-3	0.328	(A) Black or African American
AMZ2	17q24.2	10.66	10.81	0.37	0.41	-0.15	8.618e-3	0.330	(B) White
IFIH1	2q24.2	8.69	8.47	0.54	0.64	0.22	8.712e-3	0.333	(A) Black or African American
SPDYE2	7q22.1	1.13	0.76	0.97	0.81	0.37	8.741e-3	0.333	(A) Black or African American
UMODL1	21q22.3	0.39	0.64	0.58	0.85	-0.26	8.760e-3	0.333	(B) White
RCOR2	11q13.1	2.54	3.14	1.47	1.70	-0.60	8.884e-3	0.336	(B) White
CD226	18q22.2	4.00	3.55	1.17	1.07	0.45	8.894e-3	0.336	(A) Black or African American
WRAP73	1p36.32	8.54	8.71	0.41	0.46	-0.17	8.901e-3	0.336	(B) White
GIMAP4	7q36.1	8.37	8.01	0.85	1.16	0.37	8.968e-3	0.336	(A) Black or African American
SNHG17	20q11.23	8.42	8.08	0.87	0.83	0.34	8.979e-3	0.336	(A) Black or African American
IPCEF1	6q25.2	6.81	6.39	1.02	1.19	0.42	8.996e-3	0.336	(A) Black or African American
RTN3	11q13.1	11.93	11.78	0.37	0.42	0.15	9.004e-3	0.336	(A) Black or African American
CDK11A	1p36.33	8.65	8.90	0.67	0.62	-0.26	9.056e-3	0.336	(B) White
LOC645752	15q24.3	0.94	1.45	1.25	1.39	-0.50	9.075e-3	0.336	(B) White
BIRC7	20q13.33	4.36	5.33	2.40	2.70	-0.97	9.090e-3	0.336	(B) White
RBFA	18q23	8.45	8.65	0.52	0.47	-0.20	9.121e-3	0.336	(B) White
FAM27C	9q13	4.38	4.78	1.02	1.02	-0.40	9.128e-3	0.336	(B) White
MS4A6E	11q12.2	0.09	0.23	0.29	0.52	-0.14	9.135e-3	0.336	(B) White
ZNF747	16p11.2	8.27	8.42	0.35	0.51	-0.15	9.138e-3	0.336	(B) White
TBXA2R	19p13.3	4.87	4.42	1.07	1.35	0.45	9.142e-3	0.336	(A) Black or African American
ABHD15	17q11.2	9.09	9.29	0.48	0.55	-0.20	9.143e-3	0.336	(B) White
ARHGEF15	17p13.1	6.41	6.02	0.97	1.07	0.39	9.157e-3	0.336	(A) Black or African American
KCTD13	16p11.2	8.39	8.61	0.57	0.56	-0.22	9.175e-3	0.336	(B) White
USP32P2	17p11.2	5.83	5.01	2.08	2.14	0.82	9.177e-3	0.336	(A) Black or African American
TNFSF13	17p13.1	12.00	11.62	0.93	1.14	0.38	9.197e-3	0.336	(A) Black or African American
PHYH	10p13	10.77	10.39	0.98	0.86	0.37	9.201e-3	0.336	(A) Black or African American
UCHL3	13q22.2	8.43	8.22	0.53	0.59	0.21	9.210e-3	0.336	(A) Black or African American
KLRG2	7q34	3.60	4.49	2.24	2.31	-0.89	9.220e-3	0.336	(B) White
RET	10q11.21	3.60	2.98	1.64	1.34	0.62	9.236e-3	0.336	(A) Black or African American
CD3G	11q23.3	3.63	3.02	1.55	1.55	0.61	9.254e-3	0.336	(A) Black or African American
ATP23	12q14.1	6.74	6.51	0.59	0.50	0.23	9.289e-3	0.337	(A) Black or African American
CTLA4	2q33.2	3.48	2.97	1.19	1.62	0.51	9.346e-3	0.338	(A) Black or African American
